2.000000000000000000e+00 1.782398112058592776e+00
2.002487886620377910e+00 1.780595983841533947e+00
2.004978868030673489e+00 1.778793845882920444e+00
2.007472948080629926e+00 1.776991701371463783e+00
2.009970130624779916e+00 1.775189584731279080e+00
2.012470419522449649e+00 1.773387434630315340e+00
2.014973818637767700e+00 1.771585287960070421e+00
2.017480331839667684e+00 1.769783160490619789e+00
2.019989963001897149e+00 1.767981005879979861e+00
2.022502716003022005e+00 1.766178879139551849e+00
2.025018594726432752e+00 1.764376774411624549e+00
2.027537603060350690e+00 1.762574669311130382e+00
2.030059744897833696e+00 1.760772669791752953e+00
2.032585024136782881e+00 1.758970558900793790e+00
2.035113444679947925e+00 1.757168549592002638e+00
2.037645010434932846e+00 1.755366556143760803e+00
2.040179725314202663e+00 1.753564584885454192e+00
2.042717593235090057e+00 1.751762647008563878e+00
2.045258618119800254e+00 1.749960715339249351e+00
2.047802803895416357e+00 1.748158827539877169e+00
2.050350154493907784e+00 1.746357033138216774e+00
2.052900673852135149e+00 1.744555312213197595e+00
2.055454365911855596e+00 1.742753576994665377e+00
2.058011234619729901e+00 1.740951893871444334e+00
2.060571283927328690e+00 1.739150264371461585e+00
2.063134517791136879e+00 1.737348691226284547e+00
2.065700940172563005e+00 1.735547178762280929e+00
2.068270555037941438e+00 1.733745730816325992e+00
2.070843366358541715e+00 1.731944350492709450e+00
2.073419378110572087e+00 1.730143049646898135e+00
2.075998594275188402e+00 1.728341810672513468e+00
2.078581018838498551e+00 1.726540647179702237e+00
2.081166655791568232e+00 1.724739574232269756e+00
2.083755509130428063e+00 1.722938598107942809e+00
2.086347582856080241e+00 1.721137681466221370e+00
2.088942880974502092e+00 1.719336835202971869e+00
2.091541407496657179e+00 1.717536093356389681e+00
2.094143166438495740e+00 1.715735444337428195e+00
2.096748161820964462e+00 1.713934873939888082e+00
2.099356397670011809e+00 1.712134454779333126e+00
2.101967878016595570e+00 1.710334107338941756e+00
2.104582606896686414e+00 1.708533865085057002e+00
2.107200588351275439e+00 1.706733735887989933e+00
2.109821826426380387e+00 1.704933712234052656e+00
2.112446325173054085e+00 1.703133802218706361e+00
2.115074088647386219e+00 1.701334038421969730e+00
2.117705120910512662e+00 1.699534358149480173e+00
2.120339426028622132e+00 1.697734808626366831e+00
2.122977008072959748e+00 1.695935383302283217e+00
2.125617871119836799e+00 1.694136087461200368e+00
2.128262019250634296e+00 1.692336925175357720e+00
2.130909456551810077e+00 1.690537878229783519e+00
2.133560187114905915e+00 1.688738960558176405e+00
2.136214215036552400e+00 1.686940216416084493e+00
2.138871544418477377e+00 1.685141623319344362e+00
2.141532179367509947e+00 1.683343171840683716e+00
2.144196123995588454e+00 1.681544865467675898e+00
2.146863382419764932e+00 1.679746713424675075e+00
2.149533958762215757e+00 1.677948756094180371e+00
2.152207857150241654e+00 1.676150924234814266e+00
2.154885081716279682e+00 1.674353255080556213e+00
2.157565636597905900e+00 1.672555751404329882e+00
2.160249525937845139e+00 1.670758417955131137e+00
2.162936753883974106e+00 1.668961257666454312e+00
2.165627324589329827e+00 1.667164273516856809e+00
2.168321242212114974e+00 1.665367466347936976e+00
2.171018510915704525e+00 1.663570840929817329e+00
2.173719134868654201e+00 1.661774401546640245e+00
2.176423118244703581e+00 1.659978149965687599e+00
2.179130465222784530e+00 1.658182089222613786e+00
2.181841179987026980e+00 1.656386221288544736e+00
2.184555266726766032e+00 1.654590548546412965e+00
2.187272729636548618e+00 1.652795068976805393e+00
2.189993572916138387e+00 1.650999800345372748e+00
2.192717800770524139e+00 1.649204756387664617e+00
2.195445417409924715e+00 1.647409927977279587e+00
2.198176427049796100e+00 1.645615280806264735e+00
2.200910833910839415e+00 1.643820872767015828e+00
2.203648642219004916e+00 1.642026664006430270e+00
2.206389856205499989e+00 1.640232648041089814e+00
2.209134480106795362e+00 1.638438885413286528e+00
2.211882518164631772e+00 1.636645350881037242e+00
2.214633974626026180e+00 1.634852047412225673e+00
2.217388853743278876e+00 1.633058977028981396e+00
2.220147159773980139e+00 1.631266115060940880e+00
2.222908896981015570e+00 1.629473533843456501e+00
2.225674069632574525e+00 1.627681185825279098e+00
2.228442682002154562e+00 1.625889098209736261e+00
2.231214738368570316e+00 1.624097250152954697e+00
2.233990243015958388e+00 1.622305655588342610e+00
2.236769200233785337e+00 1.620514329609410886e+00
2.239551614316852568e+00 1.618723250722636564e+00
2.242337489565304764e+00 1.616932434736972901e+00
2.245126830284635222e+00 1.615141881712891525e+00
2.247919640785692952e+00 1.613351597466468945e+00
2.250715925384690230e+00 1.611561600576304709e+00
2.253515688403207928e+00 1.609771860274807675e+00
2.256318934168202617e+00 1.607982399285695418e+00
2.259125667012013672e+00 1.606193213839547607e+00
2.261935891272369048e+00 1.604404300423631913e+00
2.264749611292393272e+00 1.602615689486683426e+00
2.267566831420613216e+00 1.600827369543288636e+00
2.270387556010964758e+00 1.599039319444487628e+00
2.273211789422800333e+00 1.597251594029832411e+00
2.276039536020895593e+00 1.595464147420106116e+00
2.278870800175453848e+00 1.593677004050842339e+00
2.281705586262116725e+00 1.591890166830761899e+00
2.284543898661967720e+00 1.590103640015508635e+00
2.287385741761541080e+00 1.588317424177933201e+00
2.290231119952826688e+00 1.586531521690055957e+00
2.293080037633278501e+00 1.584745949214757310e+00
2.295932499205819877e+00 1.582960740454077975e+00
2.298788509078851572e+00 1.581175807252865884e+00
2.301648071666259288e+00 1.579391202019215346e+00
2.304511191387417668e+00 1.577606906576864088e+00
2.307377872667199181e+00 1.575822967672607877e+00
2.310248119935981226e+00 1.574039362364285211e+00
2.313121937629651903e+00 1.572256099821043751e+00
2.315999330189617122e+00 1.570473179061644853e+00
2.318880302062808596e+00 1.568690603765547920e+00
2.321764857701687834e+00 1.566908401867586065e+00
2.324653001564257249e+00 1.565126531007273503e+00
2.327544738114063705e+00 1.563345001738402740e+00
2.330440071820206072e+00 1.561563872776776218e+00
2.333339007157342770e+00 1.559783077634270043e+00
2.336241548605698437e+00 1.558002623705140088e+00
2.339147700651071915e+00 1.556222576609781694e+00
2.342057467784840252e+00 1.554442854448322642e+00
2.344970854503968916e+00 1.552663529556466582e+00
2.347887865311017119e+00 1.550884584856785597e+00
2.350808504714144043e+00 1.549106020362877700e+00
2.353732777227118156e+00 1.547327848679098228e+00
2.356660687369322105e+00 1.545550043201020962e+00
2.359592239665760260e+00 1.543772645212751371e+00
2.362527438647065825e+00 1.541995636684835080e+00
2.365466288849507936e+00 1.540219024077877474e+00
