# r[Mpc/h], xi^(1)_1(rsd), xi_1(grav-z), xi_1(rsd); xi^(1)_1(rsd) is 61a in Dam and Bonvin 2023; both xi1s are divided by bA-bB; xi_1(rsd) is xi^(1)_1(rsd) multiplied by s/d, d is 950.3 Mpc/h (for z=0 I set d=800)
1.000000000000000082e-05 -3.101211611305373950e+01 -4.769375197184327865e-08 -3.263254269578418129e-07
1.001152013171990522e-05 -3.101211611305373950e+01 -4.774869580233648605e-08 -3.267013581480526605e-07
1.002305353478331660e-05 -3.101211611305373950e+01 -4.780370292884624505e-08 -3.270777224159471057e-07
1.003460022447895266e-05 -3.101211611305373950e+01 -4.785877342429020749e-08 -3.274545202604349659e-07
1.004616021611323237e-05 -3.101211611305373950e+01 -4.791390736167039101e-08 -3.278317521810034704e-07
1.005773352501012355e-05 -3.101211611305373950e+01 -4.796910481407257685e-08 -3.282094186777127604e-07
1.006932016651132582e-05 -3.101211611305373950e+01 -4.802436585466707751e-08 -3.285875202512015004e-07
1.008092015597613841e-05 -3.101211611305373950e+01 -4.807969055670815438e-08 -3.289660574026826435e-07
1.009253350878160763e-05 -3.101211611305373950e+01 -4.813507899353470597e-08 -3.293450306339483015e-07
1.010416024032250138e-05 -3.101211611305373950e+01 -4.819053123857016868e-08 -3.297244404473689508e-07
1.011580036601125500e-05 -3.101211611305373950e+01 -4.824604736532221894e-08 -3.301042873458915268e-07
1.012745390127814739e-05 -3.101211611305373950e+01 -4.830162744738364678e-08 -3.304845718330451940e-07
1.013912086157114861e-05 -3.101211611305373950e+01 -4.835727155843161465e-08 -3.308652944129365816e-07
1.015080126235610281e-05 -3.101211611305373950e+01 -4.841297977222855739e-08 -3.312464555902554484e-07
1.016249511911659608e-05 -3.101211611305373950e+01 -4.846875216262147418e-08 -3.316280558702706586e-07
1.017420244735410722e-05 -3.101211611305373950e+01 -4.852458880354276231e-08 -3.320100957588347882e-07
1.018592326258797900e-05 -3.101211611305373950e+01 -4.858048976900996575e-08 -3.323925757623835425e-07
1.019765758035536554e-05 -3.101211611305373950e+01 -4.863645513312562292e-08 -3.327754963879336912e-07
1.020940541621140522e-05 -3.101211611305373950e+01 -4.869248497007801448e-08 -3.331588581430889450e-07
1.022116678572907320e-05 -3.101211611305373950e+01 -4.874857935414049495e-08 -3.335426615360351380e-07
1.023294170449936613e-05 -3.101211611305373950e+01 -4.880473835967239272e-08 -3.339269070755461040e-07
1.024473018813116153e-05 -3.101211611305373950e+01 -4.886096206111828869e-08 -3.343115952709792296e-07
1.025653225225137701e-05 -3.101211611305373950e+01 -4.891725053300882366e-08 -3.346967266322805363e-07
1.026834791250493811e-05 -3.101211611305373950e+01 -4.897360384996051961e-08 -3.350823016699837804e-07
1.028017718455472578e-05 -3.101211611305373950e+01 -4.903002208667552164e-08 -3.354683208952084948e-07
1.029202008408175086e-05 -3.101211611305373950e+01 -4.908650531794245164e-08 -3.358547848196659706e-07
1.030387662678500500e-05 -3.101211611305373950e+01 -4.914305361863571342e-08 -3.362416939556543338e-07
1.031574682838164701e-05 -3.101211611305373950e+01 -4.919966706371631330e-08 -3.366290488160643160e-07
1.032763070460686227e-05 -3.101211611305373950e+01 -4.925634572823126452e-08 -3.370168499143751248e-07
1.033952827121402365e-05 -3.101211611305373950e+01 -4.931308968731430856e-08 -3.374050977646592088e-07
1.035143954397465253e-05 -3.101211611305373950e+01 -4.936989901618574970e-08 -3.377937928815815686e-07
1.036336453867837478e-05 -3.101211611305373950e+01 -4.942677379015223664e-08 -3.381829357803977460e-07
1.037530327113309356e-05 -3.101211611305373950e+01 -4.948371408460759630e-08 -3.385725269769599115e-07
1.038725575716483682e-05 -3.101211611305373950e+01 -4.954071997503208604e-08 -3.389625669877115704e-07
1.039922201261794708e-05 -3.101211611305373950e+01 -4.959779153699331350e-08 -3.393530563296938628e-07
1.041120205335493569e-05 -3.101211611305373950e+01 -4.965492884614556161e-08 -3.397439955205408517e-07
1.042319589525665738e-05 -3.101211611305373950e+01 -4.971213197823058931e-08 -3.401353850784852408e-07
1.043520355422225089e-05 -3.101211611305373950e+01 -4.976940100907734036e-08 -3.405272255223564155e-07
1.044722504616911872e-05 -3.101211611305373950e+01 -4.982673601460188383e-08 -3.409195173715796489e-07
1.045926038703307616e-05 -3.101211611305373950e+01 -4.988413707080810225e-08 -3.413122611461810252e-07
1.047130959276821746e-05 -3.101211611305373950e+01 -4.994160425378705639e-08 -3.417054573667833103e-07
1.048337267934709882e-05 -3.101211611305373950e+01 -4.999913763971785873e-08 -3.420991065546116163e-07
1.049544966276059267e-05 -3.101211611305373950e+01 -5.005673730486698528e-08 -3.424932092314887432e-07
1.050754055901805709e-05 -3.101211611305373950e+01 -5.011440332558906300e-08 -3.428877659198406841e-07
1.051964538414729345e-05 -3.101211611305373950e+01 -5.017213577832670442e-08 -3.432827771426955139e-07
1.053176415419450068e-05 -3.101211611305373950e+01 -5.022993473961022969e-08 -3.436782434236813772e-07
1.054389688522445144e-05 -3.101211611305373950e+01 -5.028780028605857976e-08 -3.440741652870327354e-07
1.055604359332034138e-05 -3.101211611305373950e+01 -5.034573249437855540e-08 -3.444705432575850730e-07
1.056820429458397374e-05 -3.101211611305373950e+01 -5.040373144136569073e-08 -3.448673778607812496e-07
1.058037900513562218e-05 -3.101211611305373950e+01 -5.046179720390361787e-08 -3.452646696226667362e-07
1.059256774111418999e-05 -3.101211611305373950e+01 -5.051992985896484125e-08 -3.456624190698950145e-07
1.060477051867717794e-05 -3.101211611305373950e+01 -5.057812948361050598e-08 -3.460606267297263064e-07
1.061698735400063170e-05 -3.101211611305373950e+01 -5.063639615499026547e-08 -3.464592931300263036e-07
1.062921826327931980e-05 -3.101211611305373950e+01 -5.069472995034306234e-08 -3.468584187992713557e-07
1.064146326272657938e-05 -3.101211611305373950e+01 -5.075313094699635413e-08 -3.472580042665439172e-07
1.065372236857451618e-05 -3.101211611305373950e+01 -5.081159922236715891e-08 -3.476580500615388475e-07
1.066599559707384523e-05 -3.101211611305373950e+01 -5.087013485396123465e-08 -3.480585567145583285e-07
1.067828296449406705e-05 -3.101211611305373950e+01 -5.092873791937392632e-08 -3.484595247565175295e-07
1.069058448712342872e-05 -3.101211611305373950e+01 -5.098740849629000702e-08 -3.488609547189432831e-07
1.070290018126887300e-05 -3.101211611305373950e+01 -5.104614666248339345e-08 -3.492628471339727095e-07
1.071523006325621626e-05 -3.101211611305373950e+01 -5.110495249581805253e-08 -3.496652025343586687e-07
1.072757414942999769e-05 -3.101211611305373950e+01 -5.116382607424719399e-08 -3.500680214534650491e-07
1.073993245615366731e-05 -3.101211611305373950e+01 -5.122276747581425647e-08 -3.504713044252728028e-07
1.075230499980944542e-05 -3.101211611305373950e+01 -5.128177677865219277e-08 -3.508750519843754453e-07
1.076469179679848687e-05 -3.101211611305373950e+01 -5.134085406098429042e-08 -3.512792646659842968e-07
1.077709286354083875e-05 -3.101211611305373950e+01 -5.139999940112388715e-08 -3.516839430059274235e-07
1.078950821647540311e-05 -3.101211611305373950e+01 -5.145921287747429146e-08 -3.520890875406478375e-07
1.080193787206010633e-05 -3.101211611305373950e+01 -5.151849456852951720e-08 -3.524946988072095317e-07
1.081438184677174333e-05 -3.101211611305373950e+01 -5.157784455287359527e-08 -3.529007773432922922e-07
1.082684015710618248e-05 -3.101211611305373950e+01 -5.163726290918149355e-08 -3.533073236871982095e-07
1.083931281957820475e-05 -3.101211611305373950e+01 -5.169674971621840214e-08 -3.537143383778465436e-07
1.085179985072168488e-05 -3.101211611305373950e+01 -5.175630505284058702e-08 -3.541218219547797588e-07
1.086430126708954403e-05 -3.101211611305373950e+01 -5.181592899799513201e-08 -3.545297749581616711e-07
1.087681708525370397e-05 -3.101211611305373950e+01 -5.187562163071974021e-08 -3.549381979287763366e-07
1.088934732180527179e-05 -3.101211611305373950e+01 -5.193538303014364059e-08 -3.553470914080336094e-07
1.090189199335437046e-05 -3.101211611305373950e+01 -5.199521327548674099e-08 -3.557564559379641664e-07
1.091445111653035569e-05 -3.101211611305373950e+01 -5.205511244606066040e-08 -3.561662920612261238e-07
1.092702470798164649e-05 -3.101211611305373950e+01 -5.211508062126797460e-08 -3.565766003210997435e-07
1.093961278437590819e-05 -3.101211611305373950e+01 -5.217511788060303670e-08 -3.569873812614932567e-07
1.095221536240000662e-05 -3.101211611305373950e+01 -5.223522430365174556e-08 -3.573986354269416457e-07
1.096483245875996922e-05 -3.101211611305373950e+01 -5.229539997009144651e-08 -3.578103633626049504e-07
1.097746409018115272e-05 -3.101211611305373950e+01 -5.235564495969160631e-08 -3.582225656142740915e-07
1.099011027340809573e-05 -3.101211611305373950e+01 -5.241595935231323748e-08 -3.586352427283660527e-07
1.100277102520471194e-05 -3.101211611305373950e+01 -5.247634322790972543e-08 -3.590483952519298632e-07
